timestamp,comment-id,author-id,comment-body
1438629705000,45,PIX,不必講什麼大道理，但是自然法則中人類的繁衍需要異性！這一代的人們享受上一代祖先們所創造的一切，一代交棒給下一代，這一代的人當然有義務為下一代子孫而努力。性取向是天生的，目前大部份社會已普遍接受，但是無法自然繁衍出新生命的同性伴侶不應該受到人類社會所鼓勵！
1438630481000,56,"in.j li","        人出生無法選擇家庭, 無法選擇膚色, 無法選擇高愛胖瘦美醜 ,相同的無法選擇自己是不是同性戀 就如同你成為異性戀一樣都是無法選擇的。        從小到大的教育教導我們對人要尊重, 不能看不起家裡比較窮的人, 不能看不起膚色比較黑的人,不能看不起長的比較醜的人,因為大家都是(人),所以要互相尊重。 在現今社會知道對於家境比較差,生活環需要別人幫助的,政府及善心人事會提供協助,不會有人持反對立場 ,因為從小教育教導我們要給予少數需要幫助人一點溫暖, 所以到現在還有反對婚姻的人讓我無法理解。現在你反對以後你(妳)結婚後生的小孩也有可能是同志, 你(妳)身邊的親人也有同志,難到會有人希望他們享受不同的待遇嗎?        很多人無法想像同志在這個現今保守社會及家庭當中從小到大承受多少壓力及異樣的眼光, 從出生到死都無法改變的性向,異性戀也一樣。甚至到現在我相信還有很多同志因為社會壓力一輩子只放在心裡,在這麼強大的社會壓力下怎麼還會有人落井下石來反對呢? 站在政府立場台灣依照民情相對保守, 需要去做市場調查, 但是在相同都是(人)的立場來說, 只要是人不應該有任何權利上的區別。"
1438630712000,57,"Yaff Xie","覺得詭異，立同性婚姻法或立同性伴侶法 不都是隔離性制度嗎?我支持 直接修訂民法！"
1438632000000,58,RED,參考國外已上路的同性婚姻可見，在同性婚姻合法化並制定在原婚姻法基礎上，非專案法管理，結果是雙性戀無法表達自己支持雙性戀的言論自由，只要支持雙性戀就被畫上反同性戀的等號。支持雙性戀和反同性戀是兩件事，不可混為一談。現行法已經有保護同性伴侶關係的條文，台灣有自己的文化與社會演進歷史，一昧學習西方所謂「先進文明」無疑是看低自己。況且已上路同性婚姻法的國家製造的只是更多歧視與動亂，當局有必要深思本國社會與民情，不需隨波逐流爭第一。
1438632051000,66,"He Cheng-xuan",我贊成直接修改民法，通過婚姻平權法案。要是在意性別用語可以恢復男女，但特別標示同性異性都適用。反對具有隔離意味的伴侶法，另外制定一個叫做同性婚姻的專法也無甚必要（我真搞不懂法務部在想什麼就是了）。
1438633766000,67,black756133,無神論者無法相信任何沒有存在證據的神說的話，跟神溝通也只能透過古代人編寫的各種版本同人作品自我幻想，如果這是宗教權的公投，我會投不贊同，但是政府願意有改變的想法我是贊同的，阿麵
1438634504000,68,eama72,請不要忽略異性戀也有伴侶法的需求！現有婚姻制度過於僵化，請大家正視異性戀伴侶的權益保障
1438634977000,69,Tammy,廣大的沈默的支持台灣一夫一妻，不會電腦發表的被忽略，主事者是故意的嗎？滿清革命才爭取到的制度，不會因能力經濟智慧而有所不同，請正義之士正視
1438635395000,84,杜里昂,"同性戀要什麼權利還要你們""給""，你們是哪根蔥啊？人權是最基本的保障好嗎？但至少是第一步…… 只能支持了！"
1438635575000,85,"Cherry Matsumoto",伴侶關係另立新法，但同性婚姻的部分直接修改民法。婚姻關係不應區分同性異性。
1438636933000,86,"Wang Chia-Ching",我贊成同性婚姻及伴侶制度合法化，但不同意以專法來實行，應該直接從民法上做修改，這才是真正的平等
1438636972000,87,炎暴龍,不支持不適用於異性戀的伴侶法！此議題的命題方式已嚴重歧視各性向的族群我支持可適用於全民的伴侶法和無限期支持婚姻平權！
1438637250000,89,"I-Ling Yeh",婚姻和伴侶關係應是獨立兩種關係，兩者都不應因為對象的性別受限。認可同性婚姻應直接在民法明文說明不受限於性別，不需要另設新法，另設新法只是浪費公帑和資源。兩人(成年，非近親，)決定承擔婚姻所帶來的義務和責任，婚姻就應受到法律的保障。
1438637402000,90,"Zhang Xin  Zhang",支持修改民法972
1438637621000,97,"Jun-Yuan Guo",「隔離而平等不是真平等」我支持修改民法，還給同志族群與異性戀者相同的婚姻權和親權；並新增相關條文，不分性別＼性傾向的保障伴侶關係。
1438638605000,105,"Bady  Nail",反對修法，支持【一夫一妻婚姻】
1438638688000,114,"Grace Guan",如果個人權力可以凌駕於國家整體考量之上，社會豈不亂乎？跟紅衛兵時代所行有何差別？革命烈士在天有知又會作何感想？也許有人會說：【***嘛扯遠？】試問，沒有他們的犧牲，哪有今天的自由呢？自由不是以自己的權力霸凌他人權力之藉口，更何況非善意的解讀他人的意見。我不支持的理由是基於不願看到許多把觀念拿來當試驗，一旦得到愛滋病，就要全民買單，這實在非一個納稅人希望看到的結果，而這是卻被同性戀者故意忽略的危機。任何事都有其後果，無論好壞，都會影響到，基於安全與健康的考量，不能支持同性婚姻。
1438639024000,128,cheer,有社會科學訓練的人都知道，問題不可以同時包含兩個選項，這樣統計的結果會不精準，不確定是支持A還是B，法務部用這種小手段操作大家投票支持「同志類婚姻制度」非常不可取，在這個節骨眼耍什麼小手段都騙不了人民的眼睛好嗎？婚姻權才是真平等，拒絕另立專法！！！！直接修訂民法，法務部不要閃躲！同志不該被矮化，婚姻平權不能再等！
1438640043000,129,"Okinafa Chen",支持修法，保障所有人不分性別、性取向皆擁有「類似婚姻」或「婚姻」關係，以保障其權利及法律地位。
1438640670000,130,"Chihhan Lin",支持平等，但反對立專法。婚姻平權是不分生理、心理性別傾向，異性戀婚姻與同性戀婚姻也是如此。台灣加油
1438641021000,131,尹復平,任何ㄧ項重大改變應該是公開電視辯論，光明正大的讓全體人民兩方訴求，並應參考國外已實施多年後對國家社會影響，才能做最後決定。這是做為ㄧ個成人的基本負責任的態度，不可能玩玩試試後覺得不妥，再改來改去。更何況我們國家沒有多大本錢承擔不良政策的後果
1438641652000,136,葉佩君,生病血型怨天尤人無醫生醫治。小孩到家庭社會官誰負責。輔導有同性戀傾向與一救醫院協助同性戀我們大家都要知道嚴重後果自己和台灣官員要負責
1438641861000,144,"Brenda Chen","社會，本來是以多數人的利益與正常之事為優先，並非是讓絕大部分的人來遷就一小部分的群體，這叫凹蠻!為何這種會造成社會成本增加的事情，要全民來買單?全民健保不是破產了嗎? 絕大多數人被健保欺負的還不夠嗎? 這種會造成潛在醫療資源崩潰的事情為什麼要我們正常人來扛??"
1438642462000,155,白凱林,本人強烈反對!謝謝
1438642536000,162,"Vitzou Liu",看到已經有人拿「一旦得到愛滋病，就要全民買單」，發現竟還有人將同志與愛滋連結在一起，不可置信。試問，難道你有糖尿病、心臟病等慢性疾病，就不是「全民買單」？再者，結婚是每個人本就該有的權利，你要說全民買單跟納稅，難道同志沒有納稅？難道同志沒有繳健保？拜託，同志還沒有說我們納稅給你們這些異性戀結婚離婚亂搞一通哩！任何事都有其後果，我也要跟你說，任何人都有自由平等的權利，國家沒有理由排擠同志不讓他們結婚！更不要扯什麼安全與健康考量，完全沒有邏輯！
1438643016000,169,"Cander chin",已經違反人延續後代的自然法則，有什麼可以討論的價值嗎？
1438643881000,180,"Andward Peng","只是基本的人權，不應該 東折西扣 ， 直接修民法，給與 婚姻權"
1438643985000,181,"john liou","按照同志們的邏輯,繼續下去是不是以後人與動物也可以有婚姻關係？什麼是婚姻?不知道這些同志了不了解？"
1438644375000,203,陳彥豪,"不贊同, 性的關係唯有夫妻關係, 一夫一妻一男一女須被保障, 其餘的性關係都是違反人倫, 同性戀更是違反身體的構造, 沒有下一代的盼望, 根本是應禁止, 立這樣一個法案, 等於變相鼓勵孩子可以考慮成為同性戀的路, 對家庭及社會有絕對的敗壞, 性只有在一男一女的婚姻才有光明的盼望."
1438644557000,225,子不語,有親人也是同志，支持他們可以結婚，結婚禮金都準備好了
1438645556000,226,"Fletcher Hong",為何所有選項都是「立法」，而沒有「修法」的選項？這樣明顯有誘導之嫌，不贊成立法並不代表不贊成修法。更何況為何一定要分「異性婚姻」與「同性婚姻或同性伴侶」？這不是隔離政策那什麼才是隔離政策？
1438646242000,227,挺扁柯p真討厭,反對到底，兩個爸爸養ㄧ個孩子，成何體統！
1438646850000,241,eden,同志也一樣繳稅憑什麼你們行他們就不行還是說其實同志可以不用繳稅啊
1438647470000,242,霖倪,反對反對，已經有被二個爸爸養大的孩子說，這樣的家庭真的很反常，他太痛苦了……
1438647486000,257,jun,"憑什麼反對 我們都是人 只有台灣人對自家人最沒禮貌 所以台灣才這麼退步 永遠什麼都是別人家好 憑什麼在那說風涼話"
1438647559000,258,陳小痞,隔離非平等，請直接修民法。請不要使用「給予」，同志不是要求特權，而是要回長久以來被剝奪的人權。
1438647792000,262,"Ken Liao",引文：隔離非平等，請直接修民法。請不要使用「給予」，同志不是要求特權，而是要回長久以來被剝奪的人權。BY陳小痞
1438649177000,263,羅謙佑,請給我人權我要結婚..不管是男男愛女女愛..男女愛都是愛...請給我人權
1438649304000,265,Jesus,看完留言，覺得應該限制的是宗教自由...反對的根本只是針對「同性」一直強調一夫一妻多神聖陶喆、阿基師、吳育昇、王世堅都是一夫一妻下的產物也沒看到護家盟出來譴責不要用假意的大愛包裝你們的歧視噁心透了一夫一妻的神聖性早就被你們這些異性戀破壞多少婦女為了家庭要忍受丈夫外遇?你們這些享受婚姻幸福的自私鬼有接觸過這一塊嗎?還是要把離婚的、單親的全部切割出去?真的要限制婚姻自由請連異性戀一起限制因為異性戀根本不尊重婚姻
1438649358000,268,"Li S En","互相攻擊只會中招  官員就是讓同性跟異性這樣互相攻擊    兩性平等  應該要互助   異性你們沒什麼了不起  同性也是被生出來的 異性也是異性  沒什麼好跩的  今天你在這不留人權 他日必遭天譴  兩性都一樣  今天你不認同  小心一點 你正在一步步逼死自己的小孩  有多少父母不認同同性 結果逼死小孩子  有多少同性就死在這個劫又有多少父母施壓然後結婚的同性  不愛女人只為傳宗接代     只是傷害一個女性也是傷害一個男性這就是你們的不認同    上天是公平的  你不認同 這些事情就在你身邊發生  小心你今天只在詛咒的同時  已經在造業  已經詛咒到自家人了愛難道就不能大家和平共處嗎   儒釋道 天竺基督  本是一家宗親也是你們這些人類區分出來的  還在攻擊彼此異性留點路讓人家跑   不然哪天臺灣就像女人國一樣臺灣由同性掌權  報應隨之將至"
1438649775000,270,神不是你唯一的生活之道!,護家盟別在那厚顏無恥了!你們異性戀家庭還不是虐童、弒親的問題一堆?你們怎麼就不會跳出來說話?
1438650717000,271,感謝按下贊成的各位,"感謝這們多人願意站在歷史對的一方,也願意重視人權,同志爭的婚姻平權,不只是在於名稱,而是希望婚姻能帶來背後實質的權益,例如:繼承權與醫病簽署與探視權........等;我還記得多年前,想買房子,有一個家的念頭 ,當時想申請青年成家優惠房貸,拿起電話撥給營建署服務專線,電話那頭第一句話就是:請問你已婚嗎?當下也只能難過的放下電話,心想,為何一樣是人,我服兵役,我繳稅,該盡的義務都沒少,政府既然要逞罰單身,卻又不給我結婚;我與另一半在一起十一年了,我們工作,默默在這社會裡努力安靜生活,但我無法給予他實質保障,保險受益也是,在我離世時,在任何法律範圍他都只是陌生人,請各位想想,就有如不一樣又怎樣,MV裡的畫面,當一個陪伴你三四十年,半輩子的人,未來沒有繼承權,難道,不該給他保障嗎?"
1438651283000,273,"Yi-Hua Liang",所有的法律條文內容中，所有與性別相關的限制，都應該被取消。對於當前社會環境狀態，對各種不同性別之間所產生的差異和不平等，都應該設法加以保護和增進平等，並且與時俱進。婚姻制度相關的法律也應當除去性別相關的限制，並根據目前社會環境現況，給予弱勢和遭遇到不平等對待者保障。
1438651745000,274,"Ting Wang",同性結婚權乃基本人權，不可被剝奪，請盡速修法加以保障。
1438651994000,275,"Chris Shan",不支持還是人嗎？
1438652059000,276,"Ziv Houng",婚姻是基本人權，不分同性或異性！同性伴侶法是黑人廁所，請回歸修正民法親屬篇！
1438652320000,277,"Hank Chen",送出去的婚宴紅包要收的回來阿...
1438652374000,278,mr.TANK,法律不是死的，應與時俱進，保障社會裡頭所有人的權力和權利。
1438652431000,279,Michael,我是来自大陆的一名网友，看了这个调查，其实真的挺羡慕台湾朋友的。要知道在大陆，政府从来都对社会中的LGBT人群漠然视之，曾经也有大陆的同性恋组织准备在街上游行，结婚被警察抓了。所以我希望台湾朋友一定要抓住这个民主的机会，为自己，也为他人，争取平等的机会！台湾朋友，加油！
1438652478000,283,說好的衝擊影響評估呢?,記得先前法務先前在回覆尤美女時，說會做同性伴侶法對我國人口政策的影響評估，實在是很擔心台灣社會目前少子化已經如此嚴重，還要搞將生育與婚姻脫鉤，通過同性伴侶或同性婚姻，不只同性戀者，就連本來會與異性結婚的雙性戀者也會受影響，此政策對台灣少子化社會的衝擊，不知法務部研究得怎樣?
1438652483000,294,kalinlamo,同性戀要怎樣誰管你，但同性文化中的性解放性氾濫殘害青少年身心，破壞男女關係，男的不是搞到中標，女的就是墮胎刮到重不能生，這種文化根本不可取，我反對！
1438652752000,312,"Sean Gundam","英國先通過的，不是""同性伴侶法"" 而是同時也適用於異性戀的""伴侶法""。就是異性戀也可選擇不進入婚姻，但是想相知相惜。所以沒有岐視問題。"
1438652989000,313,辰三木,沒理由反對阿!!!!!!!!當然贊成同志要結婚關異性戀屁事~~
1438654043000,314,張以琳,沒有什麼「類似」婚姻關係，更不需要什麼鬼同性婚姻法、同性伴侶法，那跟黑人專用廁所、黑人專用公車有什麼不同？請直接就修改民法，讓同性也可以結婚吧！
1438654123000,315,"Bin Tiger",其一：法務部為何是以多數決方式來決定少數族群的權利？其二：承上，如果需聆聽民意的話，那直接公投就好了啊…要法務部***嘛？
1438654205000,316,WD,"贊同 關於風俗文化的改變是必然的，就像早期中秋節不烤肉，至今中秋烤肉已成一種風俗了，不喜愛烤肉的也大有人在。人最基本的也是需要禮貌及尊重吧"
1438654393000,317,Hunter,"愛發自內心異性戀也不會管身邊異性戀朋友要愛誰 要嫁給誰 要娶誰那爲何同性戀要結婚 卻要上帝的同意 神明的同意 其他人的同意 難道ㄧ位同性戀去耽誤另一位異性戀 這樣就是美滿嗎？"
1438654901000,318,許修明,"我贊成!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!所以趕快分享給朋友投~= )"
1438654941000,319,曾映婷,"為何不能讓同志結婚?只給他們說和婚姻一樣的權力就夠?那婚姻法乾脆廢掉，因為憲法裡有說過，法律面前人人平等婚姻法是在法律裡的吧?這樣***嘛還不給同志結婚?給他們有關婚姻的權力就是不准結婚??這樣違憲吧?可惜我們的大法官不肯出來說清楚那婚姻法廢除，異性戀和同性戀一樣只要享有和婚姻一樣的權力就好啦~如果立法院真的那麼做，我想我不會反對但如果要用啥給他們與婚姻同等權力就好，但就是不能結婚?我會反對!!!同性戀不是二等公民OK?憑什麼異性戀可以的同性戀不行????歡迎各位看看我貼的這文標準反諷阿~~<a href=""https://www.dcard.tw/f/mood/p/335014?fb_action_ids=1013764955314002&amp;fb_action_types=og.likes&amp;fb_source=other_multiline&amp;action_object_map=%5B892098087546668%5D&amp;action_type_map=%5B%22og.likes%22%5D&amp;action_ref_map=%5B%5D"" rel=""nofollow"">https://www.dcard.tw/f/mood/p/...</a>"
1438655279000,321,蕭子旻,"愛不分性別 我支持婚姻平權"
1438655529000,322,潘建璋,支持同性婚姻！但應該修民法，而不是另立新法
1438655872000,323,"Asahi Kanda","愛 發自內心，不是上帝神明或是身邊人能夠決定的同志也是人，憑什麼一定得跟別人不一樣?不要在汙點化同志你們某些異性戀也是很誇張阿，比我們還誇張!"
1438655964000,324,"Guo Wei Chen",支持同性婚姻權利，但不希望另立新法。特別法無異於歧視。
1438656656000,325,張峰嘉,支持同志婚姻，但不是透過特別立法，是要直接和異性戀憑著同樣法規結婚，不然這跟歧視有什麼兩樣。
1438656800000,326,林長佑,勢必影響整個社會認知，不是贊成反對那麼單純，應全面進行討論，給予伴侶權也是影響較小的作法，認定先天差異並不等同歧視，就如色盲開車也要有所限制。
1438656900000,341,"Lawrence Kwan",支持同婚，以修改民法之方式執行等一下可能會有護家盟貼台灣近年愛滋通報率有八成是男同志，請小心別掉入他們挖的陷阱裡
1438657230000,349,"Gary  Chen",婚姻權本該平等，同志也繳稅盡義務，為何不能跟異性戀一樣同享權利？
1438657709000,350,張雲,訂定法律或修改法律，本來就應該持著「等者等之，不等者不等之」的基礎原則。同性婚姻與傳統婚姻，本來就不全然相等。那麼就不該扯在一起，德國是個很好的示範！男女就用婚姻處理，同性就另用伴侶法！
1438657946000,358,"Kavin Chen",平等來自於自我的體認觀念.....贊同同性婚姻
1438658160000,359,kevin,讓多數人決定同志是否可以結婚本來就有根本上的邏輯謬誤但即使如此社會上大多數人是支持同志伴侶結婚的我到現在沒有看到任何反同婚的有力論點，歡迎指教最後我贊成直接修改民法，不要另立法律，畢竟除了性別之外，同性婚姻跟異性婚姻本質上就有不同
1438658472000,362,"in.j li","中華民國憲法第7條指出，「法律之前人人平等，無分男女」等，馬總統學法律出生, 應該立刻指示行政院長命令內政部，讓同志婚姻合法化，因為沒有任何法律可以阻止同志婚姻的行為，應該是不必經由立法院同意，除非國會立新法不准同志婚姻"
1438659012000,365,馮家文,讓社會更平等、進步的法律，何樂而不為？
1438659054000,366,"Jerome Chai",法務部下的這什麼標題？！什麼叫「給予同性戀婚姻權？」什麼時候誰可以有資格「給予」誰婚姻權了？把自己當神了？
1438659078000,367,"Sean Lin","請直接修民法,夫妻改成配偶"
1438659349000,368,陳硬客,"異性戀結婚怎麼不用大家投票 基督教結婚 有沒有經過大家同意?"
1438659352000,369,"Kunyi Tsai",推推
1438659696000,370,鄭嘉峰,不支持，若真要立法生活在一起，請另外起名稱，因為功能和用意不一樣，拜託不要混用，恐怕我太笨會分不清，家屬稱謂也要多幾種，不要混用，類似義父義母而不是爸爸媽媽，公民裡的禮義廉恥也要有同性的相處規矩，若沒有這些保護，我也只能反對，實在很抱歉。
1438659862000,423,布拉格,法律之前人人平等，無分男女，因此不該有類似婚姻這個概念，因為它仍然包含了不平等的意涵，真正的平等是一視同仁，人人都有選擇另一半的權利，無關性別
1438659934000,424,洪子龍,直接修改民法就好了，為啥要在立新法？原住民有新立原住民法嗎？客家人有新立客家人法嗎？
1438660012000,427,"Jeff Wu",同性戀一樣有盡國民的義務，不應剝奪其結婚的基本人權
1438660030000,429,BILL,"同性婚姻合法化,讓""所有""未婚男女在婚姻伴侶選擇權上""都""擴大1倍,同蒙其利,無人受損啊...."
1438660360000,432,Timothy,"在有條件下支持同性婚姻也要像異性戀婚姻一樣 守承諾 不可淫亂絕對支持”婚姻平權”！但要有好的配套 以防止淫亂之事發生也要告訴社會大眾:同志不等於淫亂／異性戀也會得性病，因此 不該污名化同志同志：平等 自由 聖潔 萬歲！！"
1438661243000,438,teddy,"好難選擇~~~「您是否贊成制定「同性婚姻法」？ (我選不贊成 為甚麼不用婚姻法?) 好難選的問題 誤導性歸類 把同性區隔出來~~~~~~ =""= 您是否贊成以立法方式，給予同性戀者「類似婚姻」或「婚姻」關係，以保障其權利及法律地位？(這題我選贊成不過我贊成的是婚姻)、 您是否贊成制定「同性伴侶法」？ (我選的是不贊成 為甚麼要另外訂同性伴侶法?)"
1438661561000,439,jerry,要愛誰，還需要法律來規範嗎?荒謬，果然是落後國家，才***的事
1438661610000,440,Yun,直接修改民法就好
1438662059000,441,凱欣,"我反對！不要讓我們的國家成為同性戀國家，不要讓我們的土地被污染，神創造世界萬物，創造人就是要我們有孩子，讓我們可以在有下一待，如果要這樣，神為什麼還要創造亞當、夏娃呢！ 不然為什麼每個人會有爸爸、媽媽，哪個孩子不是從爸爸媽媽生出來，而是從石頭生呢！一定沒有！其實美國是一個基督徒的國家，所以，才成立美國這個國家！就是因為這些信主的人在外面受到太多的誘惑和影響，所以才會變成這樣。雖然臺灣有些人不是信主，但是我還是有發現有些不信主的人，都會想去教會，來親近主！我很不希望我們臺灣陷入這樣的世界，求神幫助我們的臺灣，也求神翻轉我們的土地更新我們的土地，我相信神可以因為我們的禱告，讓每個人心思意念變的很不一樣，也求神用你的靈你的雙手賜下在這個臺灣土地上，我們臺灣一定會改變！大家要好好為臺灣來禱告！加油"
1438662133000,459,"Kaii Chang","反對 反對 當然是修民法就好 何必立新法 多此一舉"
1438662504000,460,"DIAO Ciaos",今天已有民法來規範婚姻，為何要另立新法呢？這樣在形式上是否就不是真正的平等了？
1438662738000,461,Miguel,"法務部的學者官員們:「法律的生命不是邏輯，而是經驗」，一項法律的制定，不是邏輯該怎麼走?應與時俱轉，符合時代潮流跟人權意識，1967年美國聯邦最高法院宣告結婚是""人民最基本的權利""，禁止黑白通婚違反「實質正當法律程序」。2015年的今天如果還禁止同志婚姻，你們根本就違反了這時代""最基本的人權意識""，想打造""世界級""的人權環境，先還給同志伴侶在法律上應該有的基本人權吧，與異性戀一模一樣的婚姻制度，沒有差別待遇，民意的多數贊成你們也看到了，還有什麼藉口跟理由?"
1438662758000,462,張騏晉,希望能直接修改民法，同志也是人生父母養的，我們也是人，跟異性戀者一樣，護家盟一昧的拿聖經當擋箭牌，我身邊的基督徒沒有一個攻擊過我，甚至到現在都跟我很好，護家盟只是以聖經之名，行欺壓同志之實！希望法務部，做了此民調，能真的履行，而非當作兒戲。
1438663379000,464,Jon,"我完全不理解 已經投過票了 贊同的也多於反對的 為什麼還要再投一次 昏倒"
1438663397000,465,"Mark Liu",同志伴侶立法與男女婚姻同等或相似的法律地位，會有誤導其他修法及社會制度的問題，不會改善同志歧視問題，反而製造更多對立與對大多數人的迫害，有他國的例子作為鑑戒。
1438663685000,469,榮駿張,"期待婚姻平權通過，自從去年立法委員諮詢後，我就一直在等待! 世界為更美好，因為政策的完善! 社會會更開放，當然有利就有弊，如何維持優勢，去除弊端是ˋ我們值得再討論的!"
1438663875000,470,林鎧磔,只是基本的人權，不應該東折西扣，直接修民法，給與一般的婚姻權!!!
